start day,start step,leave day,leave step,energy demand,power limit
0,60,0,75,12.079965033577976,8.761449621664676
1,27,1,82,114.34179041790308,29.94689422929769
2,40,2,62,36.2534310668444,27.916845194471904
3,26,3,70,15.643597745810451,17.084826762246117
4,31,4,77,4.705558325786546,8.706690561529271
5,31,5,72,9.245381327110534,15.715850258861009
6,30,6,76,11.763100546565456,8.542413381123058
7,38,7,74,37.94109410245071,26.869225708081164
8,37,8,83,44.40918774701103,19.651146951069393
9,29,9,65,35.69142071755773,16.827566986481997
10,30,10,71,15.217194755558465,17.084826762246117
11,31,11,71,15.619155352935898,17.084826762246117
12,31,12,70,48.96020865258684,17.24910394265233
13,33,13,71,13.522505573677766,8.432895260852248
14,34,14,68,7.441346306680421,17.413381123058542
15,38,15,68,31.85305193708474,27.37625291855889
16,35,16,85,59.53173710662283,15.178464384060927
17,38,17,60,14.666603271290189,9.854903296000167
18,30,18,61,7.697132193258292,8.706690561529271
19,30,19,70,4.708662318832853,8.21385902031063
20,30,20,74,25.691372756824656,17.24910394265233
21,30,21,51,34.74557897467244,17.468140183193945
21,52,21,74,32.107201439518654,17.13958582238152
22,27,22,84,109.80298049866109,27.449700731050875
23,26,23,78,69.06641378161775,17.23411398610905
24,31,24,80,37.32013974734362,17.084826762246117
25,22,25,76,61.4598004034469,14.741187887400546
26,31,26,71,15.159858098884444,17.084826762246117
27,30,27,75,4.86134890439269,8.21385902031063
28,44,28,58,21.92895198707416,17.522899243329356
28,59,28,65,2.9014544928147328,8.487654320987653
29,38,29,90,58.19766906762925,22.428036406146166
30,28,30,75,53.95108123680762,15.24801616933615
31,30,31,74,40.16046107170639,17.194344882516923
32,30,32,74,6.229290288176682,8.21385902031063
33,31,33,76,5.197774995304703,8.21385902031063
34,29,34,89,33.411557401751445,9.646339337896443
35,30,35,71,12.887879811515331,8.706690561529271
36,25,36,69,72.10806472395068,28.298461994832643
37,27,37,77,27.830596049259505,13.418110179323467
38,30,38,75,5.763008908661017,8.21385902031063
39,30,39,40,4.868127195833811,8.21385902031063
39,40,39,74,1.0865861841465407,6.187773795300674
40,31,40,72,12.460265195605734,16.427718040621265
41,30,41,70,9.19559516118366,8.487654320987653
42,24,42,80,61.531541103478766,16.969624931637007
43,23,43,80,92.45496486889856,24.83776048354145
44,40,44,72,34.93525067721248,15.375485556721362
45,33,45,68,21.119286926024117,9.915295189845402
46,30,46,68,12.859265822204195,15.661091198725604
47,29,47,49,15.269091448843437,8.761449621664676
47,48,47,69,30.828652289334176,17.413381123058542
48,31,48,70,16.26475702508031,8.761449621664676
49,30,49,72,12.8016970452788,8.651931501393866
50,28,50,84,36.27852530103782,12.267364068737196
51,31,51,60,14.09594310248624,8.249364779753883
52,26,52,50,14.408300280075956,15.661091198725604
52,50,52,72,8.287614582872276,16.975308641975307
53,30,53,70,12.890125390972395,8.706690561529271
54,29,54,66,18.001040545819947,17.13958582238152
