start day,start step,leave day,leave step,energy demand,power limit
0,31,0,51,18.39508270538652,16.443776416029472
0,53,0,68,2.763750779167168,16.03268200564516
1,22,1,87,61.5260608456346,26.875560350060226
2,38,2,72,55.07424816068286,21.471846646941415
3,31,3,51,16.9446210579328,16.649323621221622
3,52,3,68,1.5680664507941635,16.20397134331441
4,31,4,67,18.05437854715528,16.615065753698726
5,31,5,68,17.457305230566742,16.615065753698726
6,31,6,50,16.853543301001388,16.375260680983672
6,49,6,67,14.185746865932057,8.907045558691758
7,31,7,67,17.073332640578293,16.580807886175823
8,23,8,73,31.39862383015932,11.793405735833383
9,53,9,86,26.04862109273233,17.540028177090804
10,31,10,51,16.76009763791643,16.717839356267426
10,62,10,70,17.73139758920489,27.200746821505373
11,31,11,67,16.757292968546974,16.649323621221622
12,31,12,68,17.90915298465985,16.580807886175823
12,77,12,84,4.075036575622425,8.907045558691758
13,48,13,54,7.847291587970032,17.677059647237158
14,32,14,52,17.367992574459308,16.51229215107527
14,52,14,63,1.840599456564172,16.13545560821386
14,67,14,77,3.955959050162584,8.907045558691758
14,84,15,37,15.869667457750737,8.427435413206888
15,29,15,87,41.86598075413645,9.58742154061687
16,30,16,78,25.727518582334397,14.501070710456265
17,37,17,87,54.07564518170088,26.93300597300989
18,31,18,52,15.326279916305936,8.564466883353244
18,53,18,67,3.482774873233628,8.495951148307451
18,73,18,80,2.2663858043105147,5.584032407930107
19,31,19,67,17.671539375685107,8.632982618399042
20,43,20,64,9.12749139669886,8.941303426214656
21,37,21,72,6.422025039715229,8.87278769116886
22,54,22,91,27.34184799503748,8.46169328072979
23,49,23,57,6.052855472923255,8.39317754568399
23,84,24,0,8.003078878323382,8.221888208014736
24,34,24,70,20.48281071091396,8.358919678161092
25,33,25,78,44.86806915373839,18.761737259610552
26,38,26,50,19.333647075709656,27.200746821505373
26,51,26,73,3.132707378789204,8.87278769116886
27,39,27,58,5.158646027889201,17.300223104375746
27,73,27,84,12.616063308507172,15.9299084030217
28,37,28,51,2.455518700172818,8.8042719560683
28,62,28,68,6.254885516268736,26.51558947082836
29,30,29,67,31.62718202141384,13.078809241772431
29,73,29,79,7.797197377838907,17.574286044613697
30,38,30,77,28.61301211781008,10.811558414281654
31,35,31,63,35.76645517729863,17.447200126303944
32,35,32,64,40.8457013618004,20.807047995399163
33,32,33,73,26.25508013129208,35.04579848665871
33,82,33,90,4.159028662073506,8.907045558691758
34,41,34,83,1.2228105705694512,18.19092766024492
35,42,35,70,9.317169344128128,15.895650535498806
35,88,36,37,16.02843989808524,17.231707369275192
36,25,36,68,38.44344422419293,14.659066167349588
37,29,37,70,75.31798755851847,24.336631482759785
38,39,38,68,25.605036743488352,15.351778660651423
38,74,38,91,25.63542146579428,17.5057703095679
39,42,39,74,2.955045833257114,18.019638322575666
39,82,39,92,3.379005716794859,8.907045558691758
40,25,40,84,61.92302812443311,20.789258871164247
41,41,41,86,2.2772687877093847,5.926611083268618
42,30,42,36,11.426482835851594,22.096324559060132
42,42,42,63,26.234591967533923,27.23500468902828
42,62,42,70,6.9205631388225335,27.200746821505373
43,56,43,65,20.564030614523865,26.51558947082836
43,67,43,76,18.47779337914604,27.16648895398248
44,60,44,65,7.301824909384374,25.487853444867575
45,34,45,66,35.65731450499151,29.669561878851354
46,40,46,63,26.26281192248632,27.23500468902828
46,62,46,73,23.97733848428637,27.23500468902828
47,27,47,60,47.91064948509951,28.04970166953031
48,40,48,51,7.725752306403823,8.838529823591198
48,54,48,63,7.050083274883249,26.51558947082836
49,39,49,82,2.0161854745873984,5.686806010553566
50,36,50,62,22.961403401836755,21.959301938610135
50,94,51,58,26.2208862667254,17.540028177090804
51,38,51,86,21.305688768248466,11.019214018148023
52,36,52,43,3.57602922682085,26.58410520592892
52,44,52,51,9.579707331319325,17.334480971898643
52,55,52,69,2.7024992550426794,17.300223104375746
53,41,53,54,26.0850890135796,27.23500468902828
53,53,53,68,19.207018239727176,27.16648895398248
54,42,54,85,1.7051054108791803,5.652548143030664
55,40,55,81,4.743591059786365,17.951122587475105
56,21,56,83,40.804839739294295,11.377515471025896
57,43,57,48,1.6260260078147266,26.37855800073676
57,64,57,76,13.548509384734649,27.16648895398248
58,43,58,50,5.387210336887755,8.941303426214656
58,69,58,86,18.08586159232531,17.334480971898643
59,39,59,69,10.327734666329354,27.23500468902828
60,44,60,50,7.413787887497563,15.9299084030217
60,52,60,68,10.155967618976756,27.23500468902828
61,30,61,60,50.22791793734528,28.168058068666365
62,41,62,68,22.38802946061918,18.225185527767827
63,41,63,77,16.29637425683543,15.895650535498806
63,79,63,88,13.415549287406698,18.053896190098566
64,42,64,62,16.677062098874114,17.5057703095679
65,25,65,76,17.53683787544706,10.255019626970732
66,26,66,47,17.44187052515444,16.649323621221622
66,48,66,59,1.8140363140048423,16.34100281340601
67,25,67,48,17.749333756535837,16.51229215107527
67,49,67,63,2.4032731606401643,16.306744945883114
67,63,67,73,19.5810932707017,27.23500468902828
68,26,68,47,17.037034371616468,16.478034283552383
68,46,68,69,1.324352595753976,8.770014088545398
69,33,69,87,1.9935459814277208,5.721063878076464
70,29,70,79,68.07840639168263,28.828209654867678
71,44,71,75,26.224354634603976,17.471512442045007
71,74,71,84,15.32021576639079,17.402996706944442
72,21,72,77,90.6320473822486,22.22289063245437
73,32,73,67,44.924442895162464,35.04579848665871
73,81,74,83,8.070510060028004,8.941303426214656
74,34,74,80,35.689363576477014,9.825241542776562
