start day,start step,leave day,leave step,energy demand,power limit
0,46,0,80,16.61586832860209,18.053896190098566
1,47,1,57,6.257054893720449,7.879309532676224
2,32,2,66,34.3700569371539,13.508975297532622
3,42,3,85,1.6594907305507682,5.618290275453006
4,22,4,86,20.222931919095046,9.482572604727705
5,26,5,76,62.341974407481146,16.316759872152083
6,35,6,62,20.40981636854253,23.07176469088311
7,41,7,62,10.778643921093838,18.156669792722024
8,63,8,68,1.4596445031051335,5.515516672884308
9,63,9,86,6.010976742118786,8.907045558691758
10,38,10,73,26.22106674742697,8.87278769116886
10,75,10,83,2.3592358812300698,5.618290275453006
11,39,11,73,4.478638241455223,8.907045558691758
12,39,12,71,6.726315421239768,8.838529823591198
12,71,12,77,2.124589374206272,5.549774540407208
13,42,13,55,5.877395791361172,8.770014088545398
14,39,14,64,7.202863757543296,8.838529823591198
15,58,15,65,5.580118888016365,8.701498353499602
15,71,15,77,3.7679776208687423,8.46169328072979
16,24,16,67,20.097151458804376,8.755470634153058
17,20,17,88,44.66036251734607,12.377475499922825
18,35,18,73,31.290966265719277,17.121879204539102
19,40,19,61,12.358510197023175,8.358919678161092
20,41,20,82,5.9054352656619225,8.358919678161092
20,81,20,92,4.472216739808882,9.00981916126045
21,39,21,76,39.232054177768376,14.005085921576342
22,20,22,72,82.29590902386212,24.361341897050313
23,28,23,85,60.2076525635467,16.238715828140947
24,41,24,70,15.08507474235853,8.39317754568399
25,38,25,73,13.481433782989184,22.062066691482485
26,38,26,80,33.79576553904751,24.573498630055326
27,39,27,82,6.08310042080604,15.895650535498806
27,90,27,95,6.018282598963165,17.231707369275192
28,39,28,83,1.9178343473598565,5.618290275453006
29,72,30,50,17.452172360836038,17.094675899183592
30,73,30,85,14.15593868128517,17.197449501752292
30,88,31,9,13.84373602792473,17.574286044613697
31,34,31,67,42.76100941724148,23.24268141484039
32,36,32,69,25.337792173350657,18.912613008230053
32,81,32,89,2.3052793851038724,5.686806010553566
33,38,33,73,4.643334056855513,8.838529823591198
34,51,34,57,4.02736441584532,15.690103330306652
