start day,start step,leave day,leave step,energy demand,power limit
0,26,0,67,11.915397589272018,8.432895260852248
1,26,1,52,12.146557097713652,8.32337714058144
2,24,2,70,37.31939043572928,15.7463301088749
3,25,3,60,15.919446001284973,17.13958582238152
3,60,3,83,27.75736973559864,17.413381123058542
4,25,4,66,12.162098982054328,8.32337714058144
4,65,4,76,5.792389943527142,12.53982477100756
5,26,5,65,13.172093084819377,8.26861808044604
5,64,5,75,7.854933890138167,8.706690561529271
6,25,6,66,11.635142422473582,8.26861808044604
6,67,6,78,14.75185372612564,17.577658303464755
7,25,7,68,12.308835694291032,8.26861808044604
8,26,8,52,12.007049259266124,8.378136200716849
9,30,9,61,35.79989673587436,26.095951899055237
10,26,10,66,12.430258759129714,8.26861808044604
11,3,11,15,4.580930739948902,8.761449621664676
11,26,11,66,12.325613086394547,8.26861808044604
11,68,11,77,12.904715432232488,17.030067702110713
12,26,12,55,11.474757392493482,8.26861808044604
12,72,13,5,6.296756128032329,8.761449621664676
13,27,13,66,10.588575133165111,8.26861808044604
13,65,13,72,7.082070186670294,15.442054958183984
14,0,14,6,1.820023577800332,8.761449621664676
14,25,14,66,10.584150414209638,8.432895260852248
15,34,15,74,47.98989828126243,24.960833216447988
16,30,16,63,56.3819715320677,28.189043840737774
17,32,17,52,16.275749890904926,8.816208681800077
18,25,18,67,12.116355317847084,8.378136200716849
19,26,19,66,10.644891911360244,8.26861808044604
20,26,20,66,12.004908693110302,8.26861808044604
20,70,20,78,8.559137888702404,16.811031461569094
21,25,21,68,11.419143845574382,8.32337714058144
21,69,21,77,5.645938231516432,8.378136200716849
22,30,22,67,13.982051094008638,8.761449621664676
23,56,23,75,31.471358412477034,17.194344882516923
24,26,24,66,11.68808581297149,8.26861808044604
25,25,25,66,11.789918960850091,8.378136200716849
25,66,25,74,7.704814157397199,19.822779769016325
26,25,26,66,11.538922466808026,8.26861808044604
26,68,26,75,9.50768620147864,16.865790521704486
27,25,27,66,12.209474294953674,8.26861808044604
27,68,27,78,14.840552989124424,16.53723616089207
27,85,27,90,6.787056972420767,15.989645559538026
28,25,28,66,11.961517937418618,8.432895260852248
29,20,29,76,116.4428899553056,28.681259455214366
30,32,30,73,32.25498042143642,17.062064512064083
31,26,31,66,12.311544550219644,8.26861808044604
31,67,31,74,5.1645307314560895,8.761449621664676
31,76,31,90,5.587570160935085,8.706690561529271
32,26,32,60,15.308293239112524,17.084826762246117
32,60,32,72,8.01570514455962,9.966148944643567
33,26,33,66,11.523657575261469,8.26861808044604
34,26,34,66,12.201099170116258,8.26861808044604
34,65,34,75,11.16871274647184,18.56332138590203
35,25,35,68,12.749552626783425,8.32337714058144
36,25,36,53,12.264447539578375,8.32337714058144
37,20,37,88,102.47536806747397,25.092426831606915
38,26,38,66,12.915267064999057,8.378136200716849
38,65,38,78,9.260403524405785,8.816208681800077
38,84,39,6,6.021836771632407,8.761449621664676
39,26,39,66,12.335032465832796,8.26861808044604
39,66,39,80,9.58513939428496,8.706690561529271
40,26,40,60,11.529900276715578,8.432895260852248
40,59,40,74,4.637975363067518,15.606332138590197
40,80,41,5,6.1491745810574105,8.761449621664676
41,26,41,66,14.293572109987622,8.26861808044604
41,84,42,5,6.1132105287296366,8.761449621664676
42,26,42,66,11.6566338078925,8.432895260852248
43,24,43,83,29.20061358917537,8.500300738839902
44,30,44,75,79.74699161641777,28.785689833460953
45,28,45,75,59.747356493714925,28.86858920935625
46,26,46,66,12.874714903963325,8.26861808044604
46,71,46,85,9.700572941851036,16.920549581839904
47,46,47,66,10.747673819721614,8.32337714058144
47,67,47,84,19.243048978443227,16.920549581839904
48,27,48,33,3.3927397890597595,18.946634806849854
48,32,48,60,11.136744129654527,17.194344882516923
49,25,49,65,12.86015629642892,8.26861808044604
49,67,49,77,6.479974628873985,8.378136200716849
50,26,50,52,11.889521966192788,8.378136200716849
51,38,51,74,27.49391601586568,10.121000311866734
52,25,52,66,12.159314600126796,8.21385902031063
52,67,52,83,12.08226521179994,17.522899243329356
53,25,53,66,12.200885243850207,8.26861808044604
53,69,53,90,6.259452254430151,8.597172441258461
54,23,54,30,1.9967380297295128,18.50856232576662
54,29,54,59,13.148558588940649,15.661091198725604
54,59,54,66,5.432950897087562,9.911389884508164
54,71,54,90,6.167967944189101,8.816208681800077
55,26,55,66,11.339394078956069,8.26861808044604
55,65,55,71,3.92590065504676,8.761449621664676
55,73,55,90,5.909671260494953,8.651931501393866
56,25,56,66,11.207859423333767,9.52807646356033
57,31,57,85,53.45846050851983,20.35382274612562
58,27,58,89,52.489412198198366,19.259794946743728
59,25,59,60,15.412740332648882,17.194344882516923
59,75,59,89,6.304592363213253,8.761449621664676
60,25,60,59,15.055895093512293,17.194344882516923
60,59,60,73,19.29528301907965,17.413381123058542
60,90,61,6,5.911257438398249,8.761449621664676
61,25,61,59,14.852974005969012,16.482477100756675
61,59,61,70,14.828599776971242,17.194344882516923
61,71,61,79,11.82136461368441,17.63241736360016
62,26,62,66,11.491083836055278,8.432895260852248
62,65,62,84,27.518073550238725,17.468140183193945
63,26,63,58,15.33034749409301,17.084826762246117
63,64,63,72,9.398191863498344,17.24910394265233
63,74,64,2,5.852752473011095,8.597172441258461
64,26,64,53,12.41656914493811,8.378136200716849
65,33,65,69,62.63608831298494,25.42265441671412
66,22,66,62,13.141151026750569,8.26861808044604
66,61,66,73,16.344156613379358,17.303863002787736
67,22,67,62,11.981214607293929,8.26861808044604
67,68,67,73,3.3816582167416183,8.597172441258461
67,75,68,2,6.265385800132171,8.816208681800077
68,21,68,56,11.693398670739713,8.26861808044604
68,57,68,77,16.55273640911257,8.761449621664676
69,24,69,45,13.930414315882857,8.761449621664676
69,46,69,69,17.31799888497401,8.761449621664676
70,22,70,65,11.700747632447538,8.32337714058144
71,35,71,67,34.69886642451875,27.465864254326636
72,39,72,64,24.619273811422,18.315217466525752
73,22,73,56,15.059106463646549,17.24910394265233
73,56,73,75,13.606399325951426,8.487654320987653
73,89,74,4,4.21226792022443,8.761449621664676
74,27,74,67,13.082006064484345,8.542413381123058
75,22,75,56,15.12246917001468,17.194344882516923
75,56,75,68,16.02760823151982,16.15392273994425
75,79,76,2,5.773698122667051,8.651931501393866
76,23,76,56,15.175806832823495,17.194344882516923
76,56,77,4,19.56857467396114,8.21385902031063
77,22,77,55,15.061319477422613,17.24910394265233
77,55,77,76,8.826971019428212,8.761449621664676
78,32,78,79,44.06730904200227,21.634157394316787
79,40,79,73,47.20679951514717,17.35862206292314
80,22,80,55,14.900808163678985,17.13958582238152
80,57,80,77,12.77378266167752,8.432895260852248
81,21,81,62,11.068181935454907,8.26861808044604
81,62,81,83,6.376526912047774,8.706690561529271
82,22,82,57,11.605973297500716,8.432895260852248
82,64,82,73,6.2278569504943695,8.761449621664676
83,21,83,51,15.137584007743875,19.439466348068496
83,50,83,65,8.1238960064916,17.13958582238152
83,64,83,71,9.28736794253204,16.920549581839904
83,75,84,2,6.215960912142321,9.0900039824771
84,22,84,62,11.897706644676909,8.432895260852248
85,39,85,60,21.31675691549535,28.86481425862884
86,23,86,78,69.18562515662919,16.167587437099964
87,22,87,27,1.3577320284637358,19.494225408203896
87,26,87,56,13.654652009486147,12.430306650736759
87,56,87,72,12.066762525847077,8.432895260852248
87,75,88,3,6.028093788698847,8.761449621664676
88,21,88,62,12.000131238148128,8.378136200716849
88,61,88,70,13.366592939527806,17.413381123058542
89,21,89,62,11.221705112234105,8.26861808044604
89,63,89,72,10.545760614136723,17.468140183193945
89,74,89,90,6.339316113999772,8.651931501393866
90,21,90,62,11.089562469776014,9.418558343289526
91,21,91,64,11.86836352905514,8.32337714058144
92,22,92,48,12.238364611194337,8.432895260852248
93,32,93,89,84.3343701815058,23.103824569669392
94,22,94,62,12.563974984333296,8.432895260852248
94,66,94,72,3.5524270196008496,8.761449621664676
94,89,95,4,4.545422816273272,8.816208681800077
95,22,95,59,10.663720167973343,8.378136200716849
95,62,95,79,15.96668198148474,17.24910394265233
96,22,96,62,11.407104927242704,8.378136200716849
96,63,96,72,6.137953802225904,8.487654320987653
96,78,96,90,6.217151098271819,8.925726802070889
97,21,97,62,11.728693725940582,8.21385902031063
98,22,98,62,10.989685245990447,8.26861808044604
99,38,99,56,6.2343579137160585,8.761449621664676
100,32,100,89,66.8305357796071,17.46258065308714
101,38,101,52,3.0980410468134703,8.26861808044604
101,51,101,61,5.261472911311587,8.706690561529271
101,65,101,73,10.163106621140956,16.975308641975307
102,21,102,62,12.261218634515288,8.26861808044604
103,21,103,56,11.536096973155356,9.144763042612503
103,55,103,69,11.799874057816483,16.372958980485866
104,20,104,56,14.94950732906849,19.110911987256074
104,59,104,69,12.297499864542184,18.125248904818793
104,77,104,94,5.8842331994589,8.816208681800077
105,20,105,47,15.172458016820851,17.13958582238152
105,47,105,68,12.881219989652328,16.865790521704486
105,80,106,0,5.704495498201682,8.816208681800077
106,37,106,88,39.04445251627439,10.076239244943526
107,20,107,90,74.8970736442966,14.922876872772186
108,23,108,56,14.468032711008838,17.030067702110713
108,56,108,64,7.19918118407487,15.442054958183984
108,70,108,79,6.969592775445007,8.98048586220629
109,21,109,46,15.70580386886951,17.13958582238152
109,45,109,59,8.041123712592956,8.706690561529271
109,71,109,91,14.511747896287911,17.35862206292314
110,23,110,67,9.772331101070373,16.04440461967344
111,21,111,62,11.647437291941644,8.26861808044604
111,62,111,85,14.61586175008017,17.084826762246117
112,22,112,62,10.640994689640838,8.432895260852248
113,20,113,86,40.22791197978095,11.380974699047545
114,27,114,84,86.52834566245029,24.92468719760344
115,22,115,62,11.735248640197732,8.26861808044604
115,62,115,68,4.166798998029407,8.761449621664676
115,85,116,46,30.98995494965147,16.975308641975307
116,45,116,57,3.838856510114031,15.770609318996419
116,57,116,91,41.765463081145576,17.194344882516923
117,22,117,62,11.3593931468236,8.21385902031063
117,62,117,70,5.3733850748903125,8.761449621664676
118,21,118,62,12.257250619557476,8.26861808044604
118,61,118,69,5.639798982996787,8.378136200716849
118,73,118,85,17.73860647711497,17.303863002787736
119,21,119,64,11.415236611749702,8.26861808044604
119,63,119,72,6.581584813717654,8.925726802070889
119,82,119,94,5.988270282974782,8.761449621664676
120,22,120,48,11.45327658957782,8.378136200716849
121,24,121,81,57.18596632284475,27.182265639437873
122,22,122,54,11.313078971659454,8.26861808044604
122,53,122,62,7.2975793137167235,16.701513341298288
122,63,122,71,6.527437366988585,15.880127439267227
123,21,123,62,11.032263378340112,8.26861808044604
123,61,123,76,11.914262303748597,17.24910394265233
123,84,124,2,6.035879431030785,8.816208681800077
124,36,124,62,9.93422506691794,8.378136200716849
124,63,124,75,5.486925920259437,8.816208681800077
125,22,125,62,10.948956647435711,8.26861808044604
126,22,126,62,11.20480217595618,8.432895260852248
127,22,127,48,11.381895635313946,9.254281162883313
128,25,128,82,60.75561326685505,26.856651954560824
129,22,129,62,13.097024122825886,8.21385902031063
129,64,129,76,13.56607332954326,17.194344882516923
130,22,130,62,10.880742679169137,8.32337714058144
130,81,131,3,5.90294352892091,8.816208681800077
131,22,131,54,10.864721092479527,8.32337714058144
131,54,131,65,12.707888674052292,15.606332138590197
132,22,132,62,11.175597091030106,8.21385902031063
132,61,132,68,8.878499911546117,17.468140183193945
132,84,133,1,5.865138499939844,8.761449621664676
133,21,133,64,11.282755609659066,8.26861808044604
133,73,133,86,6.114425197467898,8.870967741935484
134,21,134,66,61.37190773284806,24.92546534047214
135,25,135,74,34.21859130936464,21.67386915456958
136,23,136,66,6.747297807486637,8.597172441258461
136,69,136,81,6.158324754968038,8.870967741935484
136,95,137,7,4.420406576684413,8.870967741935484
137,22,137,50,11.738588127996843,8.15909996017523
137,51,137,63,3.806631763190315,15.606332138590197
137,63,137,73,8.195971373749178,8.761449621664676
137,74,138,6,6.098804068297345,8.761449621664676
138,21,138,62,11.314341547767812,8.26861808044604
138,63,138,72,11.756507460833763,17.413381123058542
138,81,139,8,6.086508436189973,8.816208681800077
139,21,139,62,11.259912457961864,8.432895260852248
139,61,139,69,6.568509878385018,17.303863002787736
139,74,140,2,6.110761659053808,9.52807646356033
140,21,140,62,11.401359255838132,8.32337714058144
140,62,140,69,4.786635641619385,8.706690561529271
140,70,141,1,2.049981724030788,8.816208681800077
141,25,141,89,23.873703908900865,10.649689886614425
142,49,142,67,12.974995437146028,10.239944245320586
143,32,143,87,30.11136913431043,8.950737559263311
144,21,144,57,11.881639240387296,8.26861808044604
144,57,144,66,10.772504076716682,17.413381123058542
144,80,145,2,6.031142404916492,8.761449621664676
145,21,145,62,11.497986195794091,8.26861808044604
145,61,145,70,6.840398212693352,8.761449621664676
145,74,146,2,6.181063991316444,8.816208681800077
146,21,146,62,11.26609503437149,8.32337714058144
146,65,146,74,13.152077962794534,17.24910394265233
146,77,147,2,6.159241511755464,8.816208681800077
147,22,147,64,13.17155237137853,8.432895260852248
147,80,148,1,5.577956554671225,8.761449621664676
148,22,148,46,11.488795227146172,8.378136200716849
149,33,149,68,36.04583476621604,18.70894021841254
150,22,150,62,8.727962810999163,8.21385902031063
150,62,150,73,11.722006945404546,17.63241736360016
150,89,151,2,5.702664217616452,8.816208681800077
151,21,151,62,11.132603371010251,8.32337714058144
151,62,151,72,11.419199132419244,17.413381123058542
151,78,152,1,5.931959689723293,8.816208681800077
152,22,152,62,11.160181671379975,8.26861808044604
152,61,152,69,9.586139492200822,17.194344882516923
152,74,153,1,6.0727213015027015,8.761449621664676
153,21,153,62,11.773956531972305,8.21385902031063
153,61,153,70,11.890191661494228,16.372958980485866
153,90,154,3,5.931205879157661,8.761449621664676
154,22,154,62,10.716947123502685,8.432895260852248
154,76,154,89,5.759704989082758,8.816208681800077
155,46,155,71,12.659903674526976,8.432895260852248
156,44,156,57,3.1846281705742765,8.432895260852248
157,24,157,54,17.928304857156157,9.035244922341697
157,53,157,67,13.72059200933774,15.606332138590197
157,72,157,81,6.130943615931616,8.816208681800077
158,22,158,54,11.533166751779223,8.32337714058144
158,55,158,73,4.6848787087641535,15.496814018319398
159,21,159,56,10.743209741288137,8.432895260852248
159,57,159,69,7.321669296682021,19.877538829151725
