start day,start step,leave day,leave step,energy demand,power limit
0,27,0,82,80.04539911340378,28.7204735314251
1,32,1,76,50.105651109738574,25.07994365248434
2,34,2,80,42.236951668428894,15.5641663947412
3,26,3,73,78.38783810007361,21.986249698340472
4,20,4,77,76.83777430831618,24.65083567536181
5,28,5,78,34.89296180968061,10.68692687885988
6,20,6,67,44.327105729368725,27.94647172806921
7,31,7,87,42.27233833734544,11.444274128217849
8,35,8,81,46.97690650582632,14.425978148354222
9,37,9,84,20.771111276972025,13.252686141110377
10,21,10,69,59.37390541893054,29.070207751932223
11,33,11,61,46.67684893859832,29.635948520757267
12,28,12,72,32.57036556880804,13.946475984837924
13,29,13,65,66.98627903230899,28.14315657242373
14,35,14,82,14.110366414264591,9.406112211762986
15,32,15,77,28.13365136947924,14.681908980002653
16,33,16,89,28.47873661789067,12.331999308556448
17,20,17,60,20.29799437429602,10.064748632149577
18,21,18,73,37.37854319026812,9.32433019484382
19,20,19,60,64.71707220373969,29.351831991553695
20,29,20,62,29.51460533233028,14.935500184191408
21,29,21,87,28.968726376290203,9.754335006081174
22,28,22,76,60.42016165762017,26.803082602898957
23,29,23,71,55.73192036118862,25.87213841723057
24,22,24,84,25.011750395041336,10.98645505102095
25,36,25,78,21.175218154452303,7.79409001443292
26,28,26,80,42.37820731635613,20.715498357534585
27,38,27,64,18.65571238313901,19.094634475251947
28,22,28,80,46.21479571998562,21.878298357382526
29,21,29,68,57.062624488796025,22.260059735419723
30,20,30,68,65.96937691167827,24.45291089770395
31,25,31,84,27.052305498628623,8.389328822665114
32,28,32,79,27.44709999279859,9.119974232502503
33,31,33,65,28.269145026389715,14.942925920253781
34,35,34,67,9.377943879457677,8.811975081264473
35,32,35,89,73.77542457964663,16.749330364928642
36,26,36,89,67.5765734888556,16.42089030588891
37,28,37,72,68.8438842296429,28.805201628216672
38,28,38,85,37.20671813890013,13.358449151904928
39,24,39,80,97.50410359858506,29.204649808064303
40,38,40,74,68.09454905940528,26.017184010621612
41,37,41,65,57.512061278374574,27.121541952113798
42,26,42,63,44.92235955068716,16.53305550699755
43,25,43,65,51.46681363123089,22.697811731507706
44,36,44,80,16.88489861229401,7.775004364312206
45,38,45,61,34.73405440089363,19.365687510854144
46,36,46,72,35.60680731877539,21.01071434642082
47,22,47,73,64.65972311426805,18.435671148151933
48,34,48,61,32.61641410718436,19.63730360479651
49,31,49,70,12.570281753956335,9.652144705524357
50,26,50,65,33.159079279249745,11.437484523004404
51,35,51,66,36.5101785941389,22.118398092390557
52,23,52,68,62.36072697588708,20.764928059530646
53,31,53,66,44.60279034443772,25.74218496794533
54,27,54,69,46.395820729163056,22.280478276743864
55,29,55,79,41.67694545762974,24.182280501126748
56,33,56,70,39.34373047279461,28.313258031150287
57,24,57,86,96.7113451752526,26.31307169456311
58,31,58,74,76.94082883923488,26.885632784469962
59,39,59,68,30.601531602016568,17.06244262880363
60,38,60,70,20.091840649482783,8.081628462407307
61,21,61,70,30.140008416936464,9.977514812328291
62,39,62,87,55.39285813076189,24.82763826557495
63,40,63,73,59.56140299450602,23.011148103944883
64,23,64,68,59.62223630387915,26.365610618859627
65,28,65,72,74.49367827242118,29.117111902568116
66,32,66,64,14.020068265269575,10.536851429243207
67,21,67,64,29.39203800884033,8.75104617956903
68,27,68,64,47.58399467965154,24.481521892888683
69,35,69,86,35.28969141625573,9.29655595813661
70,25,70,81,122.94399362169696,27.797998259925073
71,30,71,72,31.861550658912456,18.779257948466977
72,20,72,82,30.293516142174937,13.762662106622745
73,31,73,69,56.23734094602245,26.666780550909465
74,32,74,86,51.29684403259918,13.663637536375614
75,20,75,77,40.15711081620482,17.30300266686196
76,20,76,89,100.29760730085268,25.173708722809614
77,33,77,68,26.043977633855437,11.434575790521306
78,34,78,89,92.3503865574294,21.83736821344934
79,27,79,72,30.90332115198728,15.368491909090103
80,32,80,69,22.3686582764324,7.745234097515711
81,22,81,83,49.44291108201193,24.055589801727216
82,23,82,72,52.39072267494165,29.022450690422787
83,24,83,64,60.30597665665738,21.85781581180177
84,39,84,76,30.50177553488098,19.322243205022453
85,30,85,74,51.25803109361851,15.048236808741214
86,50,88,87,2.76849560171354,6.078255675029869
87,39,87,79,19.54121392633479,8.848382676381018
88,40,88,71,18.787493877780843,9.355341055408523
89,51,89,72,30.38940999162508,17.084826762246117
90,38,90,51,11.38632150449617,16.756272401433698
91,22,91,72,61.46830955679088,22.30874697265461
92,64,92,73,5.57162102179714,8.816208681800077
93,30,93,40,1.8169707390826435,6.078255675029869
93,50,93,57,2.203690118513697,6.133014735165272
93,81,94,92,1.2461566810050737,6.078255675029869
94,31,94,79,64.2054018976588,21.012245310528947
95,35,95,73,21.78264923124512,17.084826762246117
96,35,96,61,23.677093720826697,17.084826762246117
