start day,start step,leave day,leave step,energy demand,power limit
0,37,0,68,23.2645925736236,21.18292648981611
1,24,1,79,85.98703846132828,29.576541544999078
2,36,2,65,60.93613584255412,26.559164243209725
3,39,3,60,21.621852246398443,19.383374623917007
4,52,4,70,6.230847395910419,8.706690561529271
5,30,5,68,20.69160859471257,17.030067702110713
6,52,6,74,35.21368296569705,16.920549581839904
7,30,7,66,16.363257518518942,15.770609318996419
8,40,8,66,28.99946444303515,21.008739144216214
9,31,9,64,18.374969655899644,14.024912681260034
10,30,10,70,13.126816308543976,15.715850258861009
11,31,11,72,2.939940514451293,6.133014735165272
12,31,12,71,53.00824395288019,17.24910394265233
13,31,13,64,22.17732117087133,17.13958582238152
13,65,13,74,12.33907521614884,17.687176423735565
14,37,14,74,27.938670089439444,17.63241736360016
15,36,15,87,85.43972966011799,23.573906995574898
16,28,16,77,31.16061311935036,13.487105250521818
17,22,17,73,58.6840123225987,20.588819820205444
18,30,18,66,6.818067228290532,8.651931501393866
19,31,19,73,4.835364708781464,8.651931501393866
20,29,20,69,40.64322182130602,17.522899243329356
21,30,21,72,16.083230227364794,17.194344882516923
22,29,22,83,23.639855914805185,11.781797039474625
23,30,23,70,45.33987577644073,14.43858263239683
24,31,24,76,9.409586768637704,8.761449621664676
25,32,25,72,10.427019046935236,16.208681800079653
26,30,26,48,9.2016607836944,15.82536837913182
26,52,26,69,13.309451009020792,8.706690561529271
27,32,27,73,33.06077053932178,17.030067702110713
28,37,28,73,27.38836457570583,18.289526085225006
29,40,29,62,20.32739369032813,27.302091990335537
30,34,30,67,24.136307701231445,13.433892643471452
31,30,31,68,48.95212530090681,17.851453604141778
32,30,32,85,40.67996126030408,9.512733476837155
33,31,33,38,1.314951535213248,17.24910394265233
33,37,33,50,16.333559006357877,17.030067702110713
34,31,34,70,55.31665784163217,17.522899243329356
35,31,35,51,19.66373086925153,17.24910394265233
35,50,35,68,24.14868590740044,15.82536837913182
36,34,36,61,19.26821615390555,21.8430060662106
37,34,37,79,51.15807158326732,16.36319715243492
38,31,38,75,51.68719291132345,17.24910394265233
39,31,39,69,4.353405572449485,8.651931501393866
40,31,40,71,7.566572425937088,8.651931501393866
41,30,41,69,8.638624600539687,8.706690561529271
42,25,42,88,29.232747315307936,14.040235266000408
43,27,43,74,59.87344159492183,28.151322798885374
44,35,44,80,70.90288258654863,21.75647423659282
45,40,45,70,16.661300844118003,9.067560884014062
46,30,46,69,44.30148751597656,17.577658303464755
47,31,47,71,21.45919439103949,15.82536837913182
48,32,48,64,44.33084198577548,17.522899243329356
48,65,48,77,18.211746003521213,17.96097172441258
49,31,49,68,42.00464419169491,17.13958582238152
50,22,50,83,80.17678438902126,17.499853658521598
51,23,51,84,61.132703416900775,28.565576969064075
52,30,52,54,1.1280684986527962,8.26861808044604
52,54,52,69,23.590707492302304,17.084826762246117
53,30,53,69,4.8835275957358055,8.651931501393866
54,29,54,72,3.3259195850682364,8.761449621664676
55,31,55,65,40.93800932044792,17.194344882516923
55,64,55,74,4.121910635378011,8.651931501393866
56,39,56,44,3.3475529726900755,9.747112704101948
56,43,56,67,29.61608728682316,17.194344882516923
57,29,57,65,23.0944792504851,15.005453044338566
58,38,58,73,39.10988999760126,25.063957339313166
59,29,59,36,3.677010141713233,8.706690561529271
59,36,59,71,32.37373129100915,16.701513341298288
60,52,60,72,21.540947296277192,18.125248904818793
61,31,61,69,48.583291222137866,17.084826762246117
62,30,62,71,5.081235015074964,8.651931501393866
63,30,63,74,4.14779960008937,8.651931501393866
64,22,64,64,34.942435781634195,24.58277103421512
65,40,65,85,72.14339159493262,24.503981215932736
66,26,66,64,1.4880496969635089,8.706690561529271
67,29,67,70,16.51031984806343,8.761449621664676
68,26,68,57,3.239309228028453,8.761449621664676
69,30,69,55,14.662112022493316,8.761449621664676
69,57,69,65,11.742031518858482,17.24910394265233
70,35,70,64,27.679520032147536,17.741935483870968
71,28,71,63,35.59191196104153,13.094405048904367
72,22,72,79,58.55685831440882,14.215109465796296
73,27,73,61,19.03340590973145,16.811031461569094
74,26,74,84,11.837648009716167,16.920549581839904
75,27,75,70,16.795961640951838,8.761449621664676
76,27,76,65,54.40835759750626,17.084826762246117
77,28,77,47,11.939576193797365,17.084826762246117
77,47,77,67,11.048887243830508,8.432895260852248
78,40,78,77,18.670050277943133,7.74936073227232
79,36,79,61,17.1329506870671,20.548144546868393
80,36,80,72,12.043139957149966,10.409210201962537
81,27,81,66,21.857569676222155,16.920549581839904
82,28,82,73,15.76177010844801,8.761449621664676
83,26,83,69,7.250633219678629,15.715850258861009
84,36,84,51,20.933514042759803,17.194344882516923
85,28,85,77,42.09615684756623,14.897513226897445
86,38,86,73,35.7907015556307,29.038508678752827
87,25,87,63,5.0028221628019,8.651931501393866
88,28,88,71,45.344255903119205,17.468140183193945
89,27,89,70,24.11678338638524,17.413381123058542
90,26,90,71,2.892271834318964,6.078255675029869
91,26,91,63,11.111249009633708,15.661091198725604
92,35,92,70,27.04648508609653,11.073941217744439
93,24,93,87,130.82359740118724,27.15121226366496
94,37,94,64,26.418308018435383,12.974388674720764
95,29,95,73,44.77810331577337,17.13958582238152
96,26,96,76,3.597689728097347,8.651931501393866
97,27,97,58,6.639438419345341,16.865790521704486
97,57,97,69,4.534202667551673,8.761449621664676
98,32,98,82,45.01909444154635,11.518570947383314
99,23,99,61,42.77591310731323,27.390843733451995
100,20,100,88,51.10586115594728,15.04259995403077
101,38,101,68,30.28317681699492,17.194344882516923
102,27,102,66,9.984765526104924,17.084826762246117
103,25,103,63,3.222970283484756,8.706690561529271
104,28,104,69,30.14612828118201,17.13958582238152
105,29,105,61,31.423322720360883,17.030067702110713
106,21,106,64,50.06051429808864,19.867180090922844
107,31,107,83,83.06998142155311,27.819752251989904
108,25,108,63,5.770460960859008,8.761449621664676
109,25,109,67,19.826521663875845,17.468140183193945
110,27,110,65,52.711733130639765,17.35862206292314
111,26,111,63,5.957700382442603,8.651931501393866
112,27,112,71,66.43620871360419,24.524537225476553
113,37,113,63,32.745325529338494,28.278447093903296
114,22,114,66,52.46924158729774,23.921009907362368
115,27,115,66,23.798739564079828,17.413381123058542
116,28,116,69,56.07712189267984,17.13958582238152
117,25,117,66,2.612542812199784,8.651931501393866
118,26,118,65,46.74009128945419,17.084826762246117
119,26,119,49,11.72749929281229,15.715850258861009
119,52,119,66,21.482948124315115,17.13958582238152
120,23,120,86,103.84850530497792,21.96861538467099
121,30,121,87,72.7334010281279,16.834538647972916
122,26,122,64,60.23843527650748,17.084826762246117
123,27,123,67,3.77426277868928,8.651931501393866
124,26,124,66,40.44148603816363,17.084826762246117
125,26,125,64,35.18884135080723,17.35862206292314
126,33,126,68,25.155761526419194,17.63241736360016
127,21,127,67,59.74075628057658,17.911957295053462
128,23,128,64,25.56529097461497,8.98295726527941
129,23,129,60,38.52619610861007,17.35862206292314
129,60,129,73,7.797548887758291,15.496814018319398
130,27,130,62,6.380616149338411,17.194344882516923
130,65,130,86,32.5198088155522,17.13958582238152
131,27,131,68,65.47572258478567,17.194344882516923
132,27,132,63,14.99788431931651,9.035244922341697
133,25,133,61,12.72480150582794,15.770609318996419
134,29,134,74,43.73010589355968,29.27565955084322
135,36,135,69,22.830652253398483,10.50648131146691
136,27,136,67,51.34031796323262,17.24910394265233
137,25,137,62,3.264208854727235,8.651931501393866
138,27,138,60,45.88234487199337,17.24910394265233
139,23,139,69,9.302816274949237,18.727598566308234
140,29,140,81,16.797836787476108,17.468140183193945
141,27,141,90,48.86704480613626,12.687493373578741
142,21,142,61,33.310070967833134,13.410794020994715
143,20,143,65,28.65785080633301,18.509818826767837
144,25,144,71,6.684991017153408,8.651931501393866
145,25,145,68,3.5861960181972776,8.706690561529271
146,27,146,72,3.2958537363181386,8.816208681800077
147,26,147,64,17.371452548224546,17.13958582238152
148,23,148,88,42.02652085860661,8.4277084982198
149,22,149,71,68.78199726352842,25.63343718614912
150,26,150,65,6.702728631078678,8.706690561529271
151,27,151,65,3.6986166356252648,16.701513341298288
152,25,152,54,7.544829009341479,16.920549581839904
152,61,152,70,12.688664695526342,17.194344882516923
153,27,153,61,8.398677938008674,17.63241736360016
153,60,153,69,6.096005715978135,8.32337714058144
154,27,154,82,47.393720014467405,14.94427929710087
155,36,155,79,53.58123130011382,27.005815910497404
156,27,156,78,92.20093654828896,28.995772248536102
157,25,157,59,46.95868701645643,17.13958582238152
157,60,157,75,22.6712740560382,17.413381123058542
158,24,158,70,3.588790997128161,8.816208681800077
159,27,159,62,17.30726490673857,17.030067702110713
160,26,160,46,12.570003882960648,17.13958582238152
160,46,160,75,45.93063657608014,17.13958582238152
161,27,161,57,7.20862947826818,7.282954998008761
162,38,162,72,12.84408958981319,11.781579863885352
163,40,163,75,25.61715747941777,10.077884378622844
164,27,164,59,40.51513911235567,17.194344882516923
165,26,165,66,3.655685237398478,8.651931501393866
166,25,166,68,3.3649153141669865,8.761449621664676
167,27,167,74,5.872826569432897,8.651931501393866
168,36,168,70,31.5274028390136,17.741935483870968
169,40,169,88,28.92075758623507,10.314466082598468
170,28,170,90,71.38979240601586,22.498960978015724
171,25,171,47,3.164750189766204,8.651931501393866
