start day,start step,leave day,leave step,energy demand,power limit
0,34,0,73,34.030828511494846,17.958616496002584
1,31,1,90,79.88735863262686,27.453396161746447
2,28,2,80,46.14208515229807,11.273326826136065
3,44,3,75,4.3980935610912,4.6569288678205885
4,38,4,71,3.0324274773845072,4.737220744850657
5,49,5,63,12.391542217366824,17.878324618961564
6,32,6,74,11.037505855768275,17.9586164960026
7,32,7,58,6.590208756535088,17.93185253700717
8,27,8,79,52.63189432067346,26.213863023813083
9,34,9,61,30.999143699422945,18.83875935125063
10,33,10,48,16.180832234608786,17.9586164960026
10,64,10,79,2.316342285150008,6.236002449437477
11,31,11,68,31.71267013978084,17.9586164960026
11,69,11,78,11.565623267556932,17.824796700970722
12,38,12,73,10.18014845327379,17.985380455052766
13,41,13,70,7.893922035977047,17.369809397774787
14,32,14,72,7.927480157454436,17.851560659966147
15,30,15,70,62.76786950691109,25.948329928664382
16,25,16,84,81.94566194126718,22.848718864626033
17,32,17,84,24.893722903858738,9.693825197649733
18,31,18,74,30.96535615452881,17.93185253700717
19,31,19,70,7.050110121377746,17.958616496002584
20,45,20,70,7.99647602301146,17.476865233811225
21,32,21,72,6.0464825882464925,17.9586164960026
22,39,22,61,17.98930413372188,20.170685242909034
23,30,23,75,47.88843798660487,14.202574690713643
23,83,24,31,30.67549294520788,18.306547963162085
24,45,24,69,8.620162084965688,16.433070832442258
25,31,25,67,8.70863990525765,17.9586164960026
26,39,26,66,1.957078624614785,16.593654586469533
27,31,27,67,7.089209562919843,17.985380455052766
28,32,28,72,10.178990407959118,17.985380455052766
29,27,29,89,104.28782425292124,28.72152595281768
30,28,30,78,24.08451272858509,14.00055947900742
31,31,31,53,29.7904835014924,17.985380455052766
32,31,32,45,11.343908424886452,17.985380455052766
33,31,33,41,11.054417456956344,18.012144414048187
34,21,34,67,32.1406195230359,11.396692150126347
35,31,35,72,14.296399892925942,17.9586164960026
36,37,36,61,9.306817201877111,10.464929449087514
37,32,37,78,44.22636138990069,13.24305945325399
38,36,38,76,14.87408744418367,17.985380455052766
39,38,39,90,22.614129204277894,9.525249785268446
40,37,40,74,45.520483524021,17.9586164960026
41,32,41,71,5.253803098749232,17.9586164960026
42,32,42,68,6.438365306866187,17.90508857801175
43,72,43,95,6.48314988898993,17.798032741975312
44,35,44,40,3.844841398312316,8.858870432467144
45,36,45,68,31.043060647952466,14.152687658876843
46,32,46,77,32.14440242267815,17.985380455052766
47,32,47,52,24.95987933469928,17.985380455052766
48,33,48,46,9.06153880274318,17.9586164960026
49,31,49,48,20.89169876790163,17.9586164960026
50,37,50,76,60.414522051574,21.033565983420836
51,30,51,67,17.25326471612904,8.108668705477372
52,31,52,49,22.52352305514261,17.985380455052766
52,49,52,65,7.974735068523119,13.810202849412583
53,40,53,89,16.35622276946794,9.554733366731384
54,37,54,43,1.2234022087141978,4.469581154748606
54,81,54,92,16.422597349792774,18.306547963162085
55,36,55,85,67.07712679791943,19.719473121747303
56,28,56,68,15.997013140391187,10.344261783641532
56,53,57,1,19.04283239502933,16.192195201319194
57,30,57,73,35.0340264159802,12.846823331264755
58,39,58,81,60.814966711783626,19.990772405803156
59,38,59,53,6.404917165782926,9.367385653653923
59,62,59,70,2.3745021756884004,9.340621694658502
60,44,60,70,3.0148982939202624,16.807766258597177
61,50,61,72,29.31564172255028,17.90508857801175
62,24,62,63,20.26542056472236,10.00655150221353
63,30,63,69,20.99019016065962,10.400677041398326
64,29,64,62,41.48111787995638,17.747845373307968
65,29,65,90,63.36417607034809,27.581914628906873
66,31,66,68,33.22666312042636,17.93185253700717
67,28,67,64,9.15352753574142,17.9586164960026
68,27,68,68,7.776699851632064,17.958616496002584
69,27,69,46,5.835932166060471,17.985380455052766
69,49,69,70,2.1273959611646465,10.43794401407308
70,29,70,69,6.440987916363755,17.93185253700717
71,62,72,46,11.79379875355182,17.878324618961564
72,40,72,60,9.188893475951748,12.592028957812456
73,35,73,72,11.107862290416907,16.72747438155615
74,30,74,64,5.5658710684356745,17.985380455052766
75,42,75,54,7.868519384016266,17.450101274815815
75,81,76,28,17.413757617791383,16.861294176588004
76,36,76,57,9.21608382220287,17.851560659966147
76,68,76,84,6.354893004697821,9.39414961264934
77,32,77,68,6.849683535834958,17.9586164960026
78,32,78,64,42.88222068140593,19.79682362551754
79,24,79,64,74.33997515750707,28.773231233006896
80,34,80,70,26.99830679383121,18.038908373043608
80,74,80,85,12.65892148522421,17.93185253700717
81,28,81,69,7.379586014086709,17.958616496002584
82,27,82,46,7.580466621265507,17.985380455052766
83,27,83,66,5.95190226587158,17.93185253700717
84,38,84,68,6.315773823082422,17.985380455052766
85,34,85,87,27.103562833164,15.449696679125957
86,25,86,76,71.52472711391749,18.722196623873984
87,28,87,35,9.818951244581273,18.012144414048176
87,55,87,67,4.097892194362568,9.340621694658502
88,27,88,71,18.78279361362942,17.985380455052766
89,27,89,68,4.628615295577408,17.985380455052766
90,27,90,69,4.9955804039832366,17.9586164960026
91,27,91,68,6.164060093880948,17.9586164960026
92,34,92,66,70.18252676212653,29.826104338858183
93,26,93,60,36.89422565028984,19.506787798162122
94,35,94,71,45.58342061274848,26.577212647366142
95,27,95,68,49.988581018533225,17.985380455052766
95,74,95,81,5.078181323004296,9.474441489690362
96,33,96,73,14.10938809596438,18.038908373043608
97,27,97,64,9.322265666576929,18.012144414048187
98,27,98,43,4.927984759295356,17.93185253700717
99,34,99,74,26.38372432674105,10.106445308318685
100,58,100,70,16.386639399588013,17.851560659966147
101,27,101,74,38.26376535471432,17.9586164960026
102,27,102,69,5.447255799051779,17.985380455052766
103,27,103,68,13.07070219592461,17.93185253700717
104,27,104,69,8.724891624080932,17.958616496002584
105,27,105,69,6.186118213727607,17.9586164960026
106,27,106,77,30.633498920223357,13.18720907101616
107,27,107,74,58.76113298991088,20.49199224119221
108,27,108,72,38.63400731501861,17.9586164960026
109,27,109,69,5.978303201445185,17.9586164960026
110,31,110,68,6.242445097630595,17.985380455052766
111,27,111,42,9.534178153700942,17.93185253700717
112,35,112,65,9.0152821752973,16.566890627474113
113,30,113,65,26.303355265446868,12.553225502775298
114,24,114,71,50.59671665966555,16.04106244094142
115,44,115,50,1.0258802336790596,4.790748662874354
115,57,115,84,4.5769386085085415,17.209225643747516
116,33,116,70,14.047954173509462,18.012144414048176
117,27,117,65,22.47940963540128,17.9586164960026
118,27,118,66,5.774847924931139,17.9586164960026
119,29,119,45,6.016669440323135,17.985380455052766
120,29,120,90,39.8758750066952,9.765563276481696
121,46,121,67,20.58054166145917,17.93185253700717
122,27,122,72,35.33790324313231,17.93185253700717
123,28,123,69,6.049593059512868,17.958616496002584
124,27,124,52,10.621230048858202,17.9586164960026
125,39,125,75,6.27544767710355,9.260329817617482
126,33,126,65,11.036961593791464,17.851560659966147
127,33,127,75,53.925123609971806,16.94404601596691
128,32,128,66,16.652817824875935,10.7696260625139
129,27,129,69,47.789638578317984,17.958616496002584
130,28,130,50,5.887560912957028,17.985380455052766
130,51,130,68,9.904152213004714,17.90508857801175
131,40,131,88,77.53715042723334,26.754079626441886
132,27,132,67,20.29888468186901,17.90508857801175
133,44,133,87,2.226609560322263,6.236002449437477
